fur_color,height,weight,eye_color,prehistoric
grey,172 cm,87 kg,black,FALSE
brown,178 cm,81 kg,blue,FALSE
orange,176 cm,68 kg,blue,FALSE
grey,178 cm,90 kg,blue,FALSE
black,173 cm,62 kg,green,FALSE
red,173 cm,87 kg,blue,FALSE
orange,172 cm,88 kg,black,FALSE
orange,172 cm,67 kg,dark brown,FALSE
white,176 cm,71 kg,black,TRUE
white,176 cm,69 kg,green,TRUE
black,170 cm,72 kg,brown,FALSE
brown,171 cm,78 kg,black,FALSE
red,175 cm,86 kg,blue,FALSE
black,171 cm,60 kg,green,FALSE
orange,173 cm,71 kg,black,FALSE
black,176 cm,69 kg,brown,FALSE
white,180 cm,77 kg,blue,TRUE
calico,172 cm,90 kg,black,FALSE
black,179 cm,89 kg,green,FALSE
dark grey,176 cm,88 kg,black,FALSE
brown,172 cm,70 kg,dark brown,FALSE
brown,174 cm,80 kg,black,FALSE
orange,178 cm,64 kg,brown,FALSE
brown,176 cm,88 kg,brown,FALSE
grey,178 cm,73 kg,brown,FALSE
black,180 cm,62 kg,black,FALSE
dark grey,180 cm,88 kg,dark brown,FALSE
black,173 cm,80 kg,black,FALSE
red,174 cm,85 kg,dark brown,FALSE
red,171 cm,72 kg,green,FALSE
red,174 cm,67 kg,dark brown,FALSE
calico,179 cm,90 kg,brown,FALSE
brown,175 cm,86 kg,green,FALSE
brown,176 cm,83 kg,black,FALSE
white,180 cm,88 kg,brown,TRUE
orange,170 cm,83 kg,green,FALSE
black,174 cm,62 kg,brown,FALSE
calico,171 cm,68 kg,black,FALSE
orange,180 cm,83 kg,dark brown,FALSE
calico,173 cm,65 kg,green,FALSE
dark grey,174 cm,61 kg,black,FALSE
black,170 cm,71 kg,blue,FALSE
dark grey,180 cm,81 kg,blue,FALSE
white,176 cm,78 kg,green,TRUE
red,171 cm,86 kg,dark brown,FALSE
calico,176 cm,65 kg,green,FALSE
grey,180 cm,85 kg,brown,FALSE
white,172 cm,90 kg,brown,TRUE
calico,174 cm,84 kg,dark brown,FALSE
dark grey,173 cm,68 kg,brown,FALSE
white,172 cm,83 kg,green,TRUE
brown,173 cm,60 kg,black,FALSE
dark grey,178 cm,67 kg,blue,FALSE
brown,174 cm,80 kg,dark brown,FALSE
orange,171 cm,65 kg,blue,FALSE
black,170 cm,90 kg,black,FALSE
grey,174 cm,85 kg,black,FALSE
grey,177 cm,78 kg,black,FALSE
calico,171 cm,78 kg,green,FALSE
orange,174 cm,88 kg,brown,FALSE
brown,172 cm,68 kg,blue,FALSE
red,177 cm,75 kg,blue,FALSE
grey,175 cm,73 kg,black,FALSE
orange,171 cm,66 kg,dark brown,FALSE
dark grey,173 cm,83 kg,black,FALSE
dark grey,176 cm,67 kg,black,FALSE
grey,178 cm,66 kg,brown,FALSE
brown,173 cm,73 kg,dark brown,FALSE
white,170 cm,75 kg,blue,TRUE
dark grey,172 cm,73 kg,dark brown,FALSE
white,177 cm,89 kg,black,TRUE
orange,170 cm,63 kg,brown,FALSE
orange,170 cm,90 kg,green,FALSE
brown,170 cm,65 kg,dark brown,FALSE
orange,178 cm,63 kg,black,FALSE
black,180 cm,82 kg,green,FALSE
red,178 cm,80 kg,dark brown,FALSE
orange,170 cm,71 kg,blue,FALSE
dark grey,171 cm,64 kg,green,FALSE
orange,173 cm,65 kg,dark brown,FALSE
red,177 cm,72 kg,dark brown,FALSE
calico,180 cm,75 kg,dark brown,FALSE
red,179 cm,60 kg,brown,FALSE
black,173 cm,81 kg,black,FALSE
white,175 cm,79 kg,dark brown,TRUE
red,173 cm,63 kg,brown,FALSE
red,177 cm,79 kg,brown,FALSE
grey,180 cm,61 kg,green,FALSE
brown,172 cm,69 kg,dark brown,FALSE
grey,177 cm,73 kg,black,FALSE
orange,174 cm,70 kg,black,FALSE
brown,175 cm,70 kg,dark brown,FALSE
dark grey,173 cm,60 kg,black,FALSE
black,180 cm,78 kg,dark brown,FALSE
calico,180 cm,65 kg,blue,FALSE
brown,172 cm,88 kg,brown,FALSE
grey,173 cm,77 kg,blue,FALSE
grey,171 cm,71 kg,dark brown,FALSE
brown,176 cm,89 kg,dark brown,FALSE
orange,180 cm,82 kg,brown,FALSE
dark grey,174 cm,61 kg,green,FALSE
grey,180 cm,82 kg,blue,FALSE
red,172 cm,65 kg,dark brown,FALSE
grey,175 cm,65 kg,blue,FALSE
dark grey,175 cm,84 kg,blue,FALSE
dark grey,174 cm,76 kg,black,FALSE
dark grey,173 cm,84 kg,dark brown,FALSE
orange,176 cm,62 kg,brown,FALSE
grey,178 cm,61 kg,green,FALSE
dark grey,175 cm,72 kg,blue,FALSE
red,180 cm,80 kg,blue,FALSE
calico,180 cm,74 kg,green,FALSE
brown,174 cm,74 kg,dark brown,FALSE
brown,178 cm,71 kg,green,FALSE
red,177 cm,65 kg,brown,FALSE
dark grey,178 cm,89 kg,black,FALSE
white,174 cm,63 kg,dark brown,TRUE
white,176 cm,87 kg,dark brown,TRUE
calico,179 cm,80 kg,brown,FALSE
orange,176 cm,73 kg,brown,FALSE
red,173 cm,79 kg,blue,FALSE
white,177 cm,78 kg,dark brown,TRUE
dark grey,180 cm,66 kg,black,FALSE
orange,180 cm,60 kg,dark brown,FALSE
calico,172 cm,61 kg,blue,FALSE
orange,173 cm,67 kg,dark brown,FALSE
red,172 cm,67 kg,green,FALSE
brown,175 cm,71 kg,blue,FALSE
red,170 cm,89 kg,green,FALSE
black,179 cm,71 kg,blue,FALSE
grey,174 cm,62 kg,brown,FALSE
white,170 cm,63 kg,dark brown,TRUE
orange,175 cm,72 kg,black,FALSE
calico,177 cm,65 kg,brown,FALSE
dark grey,175 cm,74 kg,blue,FALSE
calico,174 cm,67 kg,dark brown,FALSE
orange,179 cm,90 kg,green,FALSE
black,176 cm,61 kg,blue,FALSE
red,179 cm,81 kg,brown,FALSE
calico,172 cm,79 kg,green,FALSE
grey,177 cm,85 kg,green,FALSE
brown,173 cm,87 kg,black,FALSE
red,176 cm,65 kg,black,FALSE
brown,171 cm,90 kg,green,FALSE
black,179 cm,83 kg,green,FALSE
orange,178 cm,80 kg,green,FALSE
calico,170 cm,82 kg,brown,FALSE
calico,176 cm,77 kg,brown,FALSE
orange,173 cm,82 kg,brown,FALSE
calico,170 cm,65 kg,black,FALSE
red,171 cm,72 kg,blue,FALSE
calico,180 cm,68 kg,brown,FALSE
white,172 cm,66 kg,brown,TRUE
grey,171 cm,86 kg,dark brown,FALSE
black,171 cm,84 kg,brown,FALSE
brown,173 cm,86 kg,blue,FALSE
grey,178 cm,72 kg,green,FALSE
black,170 cm,90 kg,green,FALSE
white,174 cm,87 kg,black,TRUE
dark grey,176 cm,79 kg,green,FALSE
red,176 cm,88 kg,brown,FALSE
white,180 cm,82 kg,black,TRUE
brown,177 cm,85 kg,green,FALSE
grey,173 cm,71 kg,green,FALSE
white,178 cm,80 kg,blue,TRUE
grey,177 cm,60 kg,dark brown,FALSE
grey,175 cm,74 kg,dark brown,FALSE
red,171 cm,89 kg,dark brown,FALSE
black,172 cm,69 kg,blue,FALSE
calico,179 cm,88 kg,black,FALSE
brown,170 cm,87 kg,dark brown,FALSE
white,174 cm,82 kg,brown,TRUE
grey,170 cm,71 kg,green,FALSE
dark grey,172 cm,73 kg,black,FALSE
orange,175 cm,78 kg,dark brown,FALSE
calico,180 cm,85 kg,blue,FALSE
white,175 cm,65 kg,green,TRUE
white,170 cm,72 kg,blue,TRUE
calico,178 cm,80 kg,blue,FALSE
white,177 cm,81 kg,brown,TRUE
orange,178 cm,80 kg,brown,FALSE
white,176 cm,81 kg,blue,TRUE
calico,172 cm,77 kg,black,FALSE
calico,179 cm,74 kg,black,FALSE
brown,180 cm,77 kg,black,FALSE
red,171 cm,72 kg,blue,FALSE
black,172 cm,70 kg,blue,FALSE
grey,179 cm,68 kg,black,FALSE
grey,175 cm,62 kg,blue,FALSE
orange,173 cm,72 kg,green,FALSE
brown,172 cm,90 kg,blue,FALSE
calico,177 cm,85 kg,blue,FALSE
grey,174 cm,78 kg,dark brown,FALSE
dark grey,180 cm,62 kg,brown,FALSE
brown,173 cm,86 kg,blue,FALSE
calico,171 cm,65 kg,black,FALSE
calico,180 cm,78 kg,brown,FALSE
brown,174 cm,81 kg,dark brown,FALSE
dark grey,174 cm,76 kg,black,FALSE
orange,170 cm,70 kg,dark brown,FALSE
red,170 cm,71 kg,blue,FALSE
red,170 cm,88 kg,blue,FALSE
grey,178 cm,78 kg,green,FALSE
brown,172 cm,67 kg,dark brown,FALSE
orange,179 cm,87 kg,dark brown,FALSE
dark grey,173 cm,72 kg,blue,FALSE
red,175 cm,73 kg,dark brown,FALSE
dark grey,177 cm,63 kg,blue,FALSE
dark grey,174 cm,90 kg,dark brown,FALSE
calico,175 cm,84 kg,brown,FALSE
calico,176 cm,75 kg,green,FALSE
red,178 cm,77 kg,brown,FALSE
orange,172 cm,80 kg,blue,FALSE
grey,174 cm,68 kg,dark brown,FALSE
calico,175 cm,78 kg,black,FALSE
orange,173 cm,83 kg,brown,FALSE
dark grey,177 cm,86 kg,green,FALSE
red,171 cm,76 kg,green,FALSE
calico,180 cm,80 kg,blue,FALSE
red,177 cm,79 kg,brown,FALSE
brown,177 cm,69 kg,black,FALSE
brown,171 cm,74 kg,black,FALSE
calico,172 cm,68 kg,green,FALSE
black,180 cm,80 kg,green,FALSE
orange,176 cm,90 kg,green,FALSE
grey,178 cm,60 kg,green,FALSE
red,175 cm,73 kg,green,FALSE
orange,178 cm,66 kg,dark brown,FALSE
white,170 cm,90 kg,black,TRUE
brown,170 cm,75 kg,blue,FALSE
red,173 cm,61 kg,green,FALSE
orange,180 cm,69 kg,blue,FALSE
white,178 cm,61 kg,dark brown,TRUE
dark grey,177 cm,83 kg,brown,FALSE
black,179 cm,83 kg,dark brown,FALSE
red,175 cm,83 kg,dark brown,FALSE
calico,176 cm,84 kg,black,FALSE
dark grey,174 cm,64 kg,dark brown,FALSE
calico,177 cm,88 kg,green,FALSE
white,170 cm,70 kg,blue,TRUE
orange,172 cm,70 kg,green,FALSE
dark grey,176 cm,67 kg,green,FALSE
brown,178 cm,87 kg,dark brown,FALSE
orange,175 cm,77 kg,brown,FALSE
orange,179 cm,80 kg,black,FALSE
red,172 cm,64 kg,dark brown,FALSE
black,179 cm,81 kg,blue,FALSE
calico,173 cm,83 kg,blue,FALSE
red,178 cm,72 kg,green,FALSE
dark grey,173 cm,74 kg,dark brown,FALSE
red,173 cm,63 kg,blue,FALSE
calico,178 cm,76 kg,brown,FALSE
black,173 cm,84 kg,dark brown,FALSE
brown,176 cm,73 kg,brown,FALSE
red,172 cm,69 kg,green,FALSE
black,178 cm,79 kg,blue,FALSE
calico,171 cm,67 kg,blue,FALSE
calico,179 cm,64 kg,dark brown,FALSE
white,175 cm,68 kg,brown,TRUE
red,176 cm,81 kg,black,FALSE
calico,179 cm,75 kg,brown,FALSE
red,175 cm,90 kg,blue,FALSE
red,172 cm,72 kg,blue,FALSE
black,174 cm,82 kg,brown,FALSE
brown,175 cm,77 kg,black,FALSE
red,171 cm,83 kg,dark brown,FALSE
brown,174 cm,68 kg,blue,FALSE
red,180 cm,68 kg,blue,FALSE
grey,178 cm,61 kg,black,FALSE
brown,174 cm,81 kg,black,FALSE
grey,180 cm,70 kg,brown,FALSE
grey,173 cm,72 kg,green,FALSE
calico,176 cm,83 kg,dark brown,FALSE
dark grey,180 cm,66 kg,dark brown,FALSE
dark grey,175 cm,70 kg,green,FALSE
calico,180 cm,68 kg,blue,FALSE
grey,170 cm,66 kg,dark brown,FALSE
grey,178 cm,74 kg,dark brown,FALSE
orange,174 cm,88 kg,black,FALSE
calico,172 cm,77 kg,black,FALSE
black,177 cm,67 kg,brown,FALSE
orange,176 cm,78 kg,green,FALSE
red,178 cm,81 kg,green,FALSE
black,170 cm,87 kg,blue,FALSE
grey,172 cm,72 kg,black,FALSE
white,176 cm,81 kg,black,TRUE
white,173 cm,82 kg,dark brown,TRUE
white,180 cm,86 kg,brown,TRUE
red,178 cm,87 kg,dark brown,FALSE
orange,174 cm,70 kg,black,FALSE
white,174 cm,82 kg,dark brown,TRUE
white,176 cm,65 kg,green,TRUE
dark grey,173 cm,67 kg,black,FALSE
white,176 cm,86 kg,green,TRUE
dark grey,174 cm,68 kg,dark brown,FALSE
calico,172 cm,76 kg,blue,FALSE
red,175 cm,61 kg,brown,FALSE
brown,171 cm,63 kg,dark brown,FALSE
grey,177 cm,81 kg,brown,FALSE
dark grey,173 cm,61 kg,brown,FALSE
calico,171 cm,68 kg,dark brown,FALSE
dark grey,170 cm,83 kg,green,FALSE
grey,177 cm,73 kg,blue,FALSE
brown,171 cm,66 kg,brown,FALSE
white,176 cm,83 kg,brown,TRUE
grey,176 cm,83 kg,blue,FALSE
white,179 cm,85 kg,blue,TRUE
dark grey,172 cm,66 kg,green,FALSE
brown,178 cm,62 kg,brown,FALSE
black,171 cm,86 kg,green,FALSE
calico,176 cm,75 kg,brown,FALSE
calico,177 cm,72 kg,green,FALSE
red,173 cm,67 kg,blue,FALSE
white,171 cm,76 kg,blue,TRUE
orange,175 cm,75 kg,brown,FALSE
calico,180 cm,67 kg,brown,FALSE
calico,172 cm,68 kg,blue,FALSE
orange,179 cm,82 kg,brown,FALSE
orange,170 cm,90 kg,blue,FALSE
black,176 cm,80 kg,dark brown,FALSE
white,172 cm,87 kg,dark brown,TRUE
red,170 cm,80 kg,green,FALSE
white,172 cm,77 kg,dark brown,TRUE
brown,177 cm,84 kg,brown,FALSE
orange,172 cm,70 kg,brown,FALSE
calico,179 cm,82 kg,green,FALSE
calico,177 cm,73 kg,green,FALSE
red,177 cm,67 kg,dark brown,FALSE
calico,180 cm,69 kg,blue,FALSE
dark grey,175 cm,78 kg,black,FALSE
calico,172 cm,89 kg,dark brown,FALSE
grey,173 cm,89 kg,blue,FALSE
black,173 cm,81 kg,green,FALSE
white,173 cm,85 kg,dark brown,TRUE
red,173 cm,74 kg,black,FALSE
brown,180 cm,88 kg,brown,FALSE
orange,180 cm,76 kg,green,FALSE
calico,179 cm,76 kg,green,FALSE
black,170 cm,87 kg,brown,FALSE
black,174 cm,69 kg,blue,FALSE
grey,180 cm,61 kg,green,FALSE
orange,170 cm,82 kg,blue,FALSE
grey,178 cm,78 kg,brown,FALSE
white,175 cm,84 kg,black,TRUE
white,171 cm,84 kg,dark brown,TRUE
white,175 cm,65 kg,black,TRUE
white,180 cm,74 kg,blue,TRUE
black,177 cm,65 kg,blue,FALSE
red,175 cm,61 kg,blue,FALSE
white,170 cm,73 kg,dark brown,TRUE
grey,170 cm,69 kg,brown,FALSE
black,180 cm,65 kg,blue,FALSE
brown,176 cm,78 kg,dark brown,FALSE
grey,179 cm,84 kg,blue,FALSE
calico,178 cm,89 kg,dark brown,FALSE
red,174 cm,67 kg,black,FALSE
dark grey,172 cm,60 kg,brown,FALSE
white,180 cm,86 kg,blue,TRUE
black,180 cm,89 kg,black,FALSE
white,178 cm,81 kg,brown,TRUE
red,170 cm,82 kg,black,FALSE
red,179 cm,89 kg,black,FALSE
black,172 cm,64 kg,green,FALSE
dark grey,173 cm,85 kg,blue,FALSE
calico,171 cm,89 kg,dark brown,FALSE
red,176 cm,69 kg,blue,FALSE
red,178 cm,81 kg,brown,FALSE
orange,179 cm,73 kg,dark brown,FALSE
calico,173 cm,88 kg,black,FALSE
brown,180 cm,84 kg,green,FALSE
red,178 cm,80 kg,dark brown,FALSE
calico,180 cm,87 kg,green,FALSE
brown,178 cm,66 kg,black,FALSE
white,174 cm,61 kg,brown,TRUE
orange,171 cm,66 kg,blue,FALSE
grey,174 cm,70 kg,blue,FALSE
red,178 cm,84 kg,blue,FALSE
black,178 cm,71 kg,green,FALSE
brown,174 cm,75 kg,black,FALSE
white,171 cm,71 kg,dark brown,TRUE
grey,172 cm,89 kg,dark brown,FALSE
grey,170 cm,82 kg,blue,FALSE
grey,170 cm,88 kg,black,FALSE
dark grey,173 cm,76 kg,dark brown,FALSE
orange,174 cm,78 kg,blue,FALSE
brown,180 cm,63 kg,dark brown,FALSE
brown,180 cm,74 kg,dark brown,FALSE
brown,179 cm,85 kg,brown,FALSE
brown,173 cm,69 kg,brown,FALSE
calico,179 cm,68 kg,brown,FALSE
grey,173 cm,61 kg,black,FALSE
brown,179 cm,70 kg,green,FALSE
grey,172 cm,71 kg,blue,FALSE
dark grey,174 cm,67 kg,blue,FALSE
orange,176 cm,66 kg,black,FALSE
calico,170 cm,71 kg,dark brown,FALSE
orange,176 cm,71 kg,black,FALSE
black,172 cm,83 kg,brown,FALSE
calico,180 cm,87 kg,black,FALSE
calico,177 cm,74 kg,dark brown,FALSE
brown,173 cm,89 kg,green,FALSE
grey,170 cm,65 kg,green,FALSE
calico,170 cm,79 kg,dark brown,FALSE
grey,179 cm,69 kg,blue,FALSE
white,177 cm,74 kg,brown,TRUE
brown,178 cm,77 kg,blue,FALSE
black,173 cm,60 kg,dark brown,FALSE
black,174 cm,68 kg,brown,FALSE
dark grey,176 cm,83 kg,dark brown,FALSE
brown,177 cm,76 kg,brown,FALSE
red,178 cm,80 kg,blue,FALSE
orange,174 cm,89 kg,dark brown,FALSE
brown,175 cm,86 kg,blue,FALSE
dark grey,171 cm,72 kg,black,FALSE
brown,171 cm,69 kg,brown,FALSE
black,178 cm,74 kg,blue,FALSE
red,171 cm,83 kg,green,FALSE
red,174 cm,85 kg,blue,FALSE
grey,171 cm,75 kg,brown,FALSE
dark grey,179 cm,65 kg,black,FALSE
white,173 cm,75 kg,black,TRUE
brown,174 cm,89 kg,green,FALSE
brown,180 cm,89 kg,black,FALSE
calico,178 cm,88 kg,blue,FALSE
white,176 cm,84 kg,green,TRUE
calico,173 cm,65 kg,green,FALSE
brown,177 cm,77 kg,black,FALSE
orange,174 cm,66 kg,black,FALSE
dark grey,176 cm,70 kg,black,FALSE
red,174 cm,70 kg,green,FALSE
calico,178 cm,70 kg,blue,FALSE
grey,175 cm,69 kg,black,FALSE
orange,173 cm,79 kg,blue,FALSE
red,171 cm,81 kg,dark brown,FALSE
grey,178 cm,69 kg,dark brown,FALSE
orange,174 cm,61 kg,dark brown,FALSE
orange,173 cm,90 kg,green,FALSE
white,173 cm,83 kg,dark brown,TRUE
orange,179 cm,88 kg,black,FALSE
white,176 cm,90 kg,black,TRUE
brown,171 cm,85 kg,blue,FALSE
red,180 cm,72 kg,blue,FALSE
red,179 cm,80 kg,blue,FALSE
grey,172 cm,63 kg,brown,FALSE
grey,175 cm,77 kg,dark brown,FALSE
grey,180 cm,66 kg,green,FALSE
black,175 cm,67 kg,blue,FALSE
grey,173 cm,82 kg,dark brown,FALSE
brown,180 cm,75 kg,green,FALSE
dark grey,173 cm,60 kg,blue,FALSE
brown,180 cm,89 kg,green,FALSE
black,177 cm,72 kg,black,FALSE
calico,171 cm,70 kg,brown,FALSE
red,175 cm,73 kg,black,FALSE
white,177 cm,69 kg,green,TRUE
orange,177 cm,65 kg,brown,FALSE
red,174 cm,70 kg,green,FALSE
grey,173 cm,64 kg,brown,FALSE
dark grey,178 cm,88 kg,brown,FALSE
black,178 cm,88 kg,black,FALSE
calico,174 cm,80 kg,blue,FALSE
white,171 cm,66 kg,blue,TRUE
orange,180 cm,74 kg,black,FALSE
red,173 cm,67 kg,blue,FALSE
dark grey,174 cm,62 kg,green,FALSE
white,176 cm,66 kg,black,TRUE
orange,171 cm,82 kg,black,FALSE
black,176 cm,83 kg,brown,FALSE
dark grey,179 cm,62 kg,black,FALSE
dark grey,175 cm,72 kg,dark brown,FALSE
brown,172 cm,62 kg,dark brown,FALSE
calico,178 cm,60 kg,green,FALSE
grey,179 cm,79 kg,green,FALSE
calico,173 cm,81 kg,blue,FALSE
brown,179 cm,63 kg,blue,FALSE
black,174 cm,78 kg,black,FALSE
red,180 cm,79 kg,dark brown,FALSE
orange,173 cm,70 kg,dark brown,FALSE
white,178 cm,87 kg,black,TRUE
calico,177 cm,75 kg,green,FALSE
white,171 cm,78 kg,green,TRUE
red,173 cm,62 kg,black,FALSE
calico,179 cm,74 kg,blue,FALSE
calico,180 cm,67 kg,brown,FALSE
dark grey,173 cm,88 kg,brown,FALSE
calico,177 cm,80 kg,blue,FALSE
calico,180 cm,73 kg,green,FALSE
calico,174 cm,72 kg,dark brown,FALSE
white,177 cm,68 kg,green,TRUE
orange,171 cm,74 kg,blue,FALSE
red,179 cm,84 kg,green,FALSE
red,175 cm,80 kg,blue,FALSE
black,180 cm,63 kg,brown,FALSE
red,173 cm,90 kg,dark brown,FALSE
calico,179 cm,65 kg,brown,FALSE
calico,173 cm,85 kg,brown,FALSE
white,175 cm,65 kg,dark brown,TRUE
white,175 cm,83 kg,brown,TRUE
grey,175 cm,87 kg,brown,FALSE
calico,177 cm,87 kg,dark brown,FALSE
white,175 cm,68 kg,dark brown,TRUE
red,177 cm,84 kg,black,FALSE
calico,177 cm,79 kg,blue,FALSE
calico,173 cm,83 kg,brown,FALSE
grey,172 cm,79 kg,dark brown,FALSE
brown,177 cm,86 kg,green,FALSE
red,173 cm,84 kg,brown,FALSE
white,174 cm,65 kg,black,TRUE
red,171 cm,77 kg,brown,FALSE
white,174 cm,62 kg,black,TRUE
white,175 cm,67 kg,brown,TRUE
black,170 cm,74 kg,black,FALSE
orange,172 cm,68 kg,black,FALSE
red,175 cm,84 kg,green,FALSE
orange,178 cm,73 kg,brown,FALSE
black,177 cm,81 kg,black,FALSE
dark grey,178 cm,73 kg,black,FALSE
red,175 cm,82 kg,brown,FALSE
grey,179 cm,61 kg,dark brown,FALSE
calico,176 cm,77 kg,dark brown,FALSE
black,176 cm,70 kg,blue,FALSE
brown,177 cm,72 kg,black,FALSE
dark grey,171 cm,69 kg,green,FALSE
dark grey,179 cm,79 kg,brown,FALSE
dark grey,176 cm,89 kg,dark brown,FALSE
brown,174 cm,67 kg,blue,FALSE
black,180 cm,66 kg,green,FALSE
orange,180 cm,89 kg,green,FALSE
calico,176 cm,62 kg,black,FALSE
white,170 cm,71 kg,black,TRUE
calico,175 cm,83 kg,blue,FALSE
white,172 cm,78 kg,blue,TRUE
black,177 cm,75 kg,brown,FALSE
red,176 cm,70 kg,dark brown,FALSE
calico,170 cm,72 kg,green,FALSE
white,180 cm,75 kg,green,TRUE
black,173 cm,65 kg,green,FALSE
white,175 cm,65 kg,black,TRUE
white,179 cm,72 kg,green,TRUE
orange,173 cm,67 kg,black,FALSE
black,180 cm,87 kg,dark brown,FALSE
grey,171 cm,65 kg,black,FALSE
calico,179 cm,71 kg,dark brown,FALSE
white,180 cm,66 kg,blue,TRUE
black,178 cm,65 kg,blue,FALSE
dark grey,170 cm,70 kg,dark brown,FALSE
dark grey,175 cm,88 kg,green,FALSE
grey,179 cm,81 kg,green,FALSE
white,170 cm,63 kg,black,TRUE
white,171 cm,63 kg,blue,TRUE
red,171 cm,65 kg,brown,FALSE
black,174 cm,61 kg,green,FALSE
calico,174 cm,85 kg,blue,FALSE
black,180 cm,60 kg,dark brown,FALSE
black,172 cm,67 kg,black,FALSE
dark grey,171 cm,89 kg,black,FALSE
orange,171 cm,82 kg,green,FALSE
dark grey,174 cm,63 kg,green,FALSE
red,180 cm,73 kg,green,FALSE
calico,173 cm,61 kg,dark brown,FALSE
orange,180 cm,74 kg,brown,FALSE
orange,171 cm,79 kg,green,FALSE
white,174 cm,63 kg,green,TRUE
orange,176 cm,62 kg,black,FALSE
orange,172 cm,83 kg,green,FALSE
calico,170 cm,86 kg,black,FALSE
brown,170 cm,60 kg,dark brown,FALSE
red,177 cm,63 kg,blue,FALSE
calico,175 cm,78 kg,green,FALSE
black,172 cm,64 kg,brown,FALSE
black,175 cm,90 kg,black,FALSE
red,175 cm,88 kg,black,FALSE
brown,178 cm,69 kg,green,FALSE
red,174 cm,71 kg,black,FALSE
brown,171 cm,82 kg,black,FALSE
calico,180 cm,88 kg,brown,FALSE
red,172 cm,68 kg,green,FALSE
black,174 cm,68 kg,black,FALSE
calico,179 cm,74 kg,dark brown,FALSE
red,170 cm,83 kg,green,FALSE
grey,179 cm,82 kg,black,FALSE
red,170 cm,65 kg,blue,FALSE
dark grey,174 cm,62 kg,green,FALSE
dark grey,180 cm,88 kg,dark brown,FALSE
grey,170 cm,82 kg,black,FALSE
dark grey,174 cm,81 kg,green,FALSE
dark grey,176 cm,60 kg,brown,FALSE
dark grey,174 cm,86 kg,blue,FALSE
white,179 cm,80 kg,brown,TRUE
calico,177 cm,83 kg,green,FALSE
white,172 cm,65 kg,brown,TRUE
red,179 cm,81 kg,green,FALSE
black,177 cm,66 kg,black,FALSE
brown,174 cm,69 kg,blue,FALSE
black,177 cm,63 kg,black,FALSE
dark grey,178 cm,73 kg,black,FALSE
white,177 cm,72 kg,blue,TRUE
white,172 cm,84 kg,green,TRUE
orange,180 cm,73 kg,brown,FALSE
grey,177 cm,67 kg,blue,FALSE
dark grey,176 cm,65 kg,green,FALSE
orange,176 cm,86 kg,green,FALSE
grey,171 cm,76 kg,blue,FALSE
red,172 cm,68 kg,black,FALSE
orange,173 cm,67 kg,dark brown,FALSE
black,175 cm,86 kg,green,FALSE
white,170 cm,60 kg,dark brown,TRUE
white,173 cm,70 kg,brown,TRUE
brown,177 cm,88 kg,green,FALSE
grey,175 cm,77 kg,black,FALSE
black,175 cm,81 kg,dark brown,FALSE
orange,171 cm,79 kg,blue,FALSE
calico,178 cm,88 kg,black,FALSE
dark grey,175 cm,86 kg,black,FALSE
dark grey,173 cm,83 kg,green,FALSE
brown,172 cm,83 kg,dark brown,FALSE
calico,175 cm,76 kg,dark brown,FALSE
orange,174 cm,78 kg,black,FALSE
grey,174 cm,62 kg,green,FALSE
brown,171 cm,80 kg,brown,FALSE
black,180 cm,76 kg,black,FALSE
brown,172 cm,81 kg,black,FALSE
calico,173 cm,78 kg,blue,FALSE
red,176 cm,68 kg,blue,FALSE
grey,175 cm,86 kg,blue,FALSE
grey,175 cm,81 kg,dark brown,FALSE
orange,179 cm,62 kg,brown,FALSE
brown,172 cm,77 kg,blue,FALSE
red,176 cm,70 kg,brown,FALSE
black,174 cm,67 kg,brown,FALSE
calico,173 cm,77 kg,blue,FALSE
calico,173 cm,69 kg,green,FALSE
white,174 cm,73 kg,brown,TRUE
red,170 cm,77 kg,green,FALSE
orange,177 cm,65 kg,black,FALSE
brown,177 cm,77 kg,brown,FALSE
white,177 cm,68 kg,blue,TRUE
grey,172 cm,84 kg,black,FALSE
dark grey,171 cm,62 kg,green,FALSE
red,175 cm,73 kg,blue,FALSE
black,170 cm,79 kg,brown,FALSE
calico,180 cm,84 kg,dark brown,FALSE
orange,177 cm,72 kg,green,FALSE
black,173 cm,69 kg,brown,FALSE
dark grey,174 cm,68 kg,brown,FALSE
brown,180 cm,88 kg,blue,FALSE
black,176 cm,79 kg,black,FALSE
dark grey,180 cm,62 kg,black,FALSE
dark grey,170 cm,89 kg,blue,FALSE
red,180 cm,61 kg,brown,FALSE
dark grey,172 cm,68 kg,green,FALSE
white,174 cm,60 kg,blue,TRUE
grey,177 cm,85 kg,brown,FALSE
black,180 cm,89 kg,green,FALSE
black,180 cm,67 kg,green,FALSE
brown,174 cm,65 kg,dark brown,FALSE
white,171 cm,71 kg,blue,TRUE
orange,174 cm,87 kg,dark brown,FALSE
calico,177 cm,82 kg,dark brown,FALSE
orange,171 cm,65 kg,dark brown,FALSE
brown,180 cm,66 kg,black,FALSE
white,171 cm,86 kg,brown,TRUE
brown,174 cm,68 kg,dark brown,FALSE
brown,175 cm,90 kg,green,FALSE
red,171 cm,83 kg,brown,FALSE
dark grey,180 cm,62 kg,brown,FALSE
orange,175 cm,87 kg,brown,FALSE
brown,172 cm,82 kg,black,FALSE
grey,177 cm,70 kg,black,FALSE
red,170 cm,79 kg,dark brown,FALSE
